State,District ,Crop,Season
Uttar Pradesh,BAGHPAT,Moong(Green Gram),Kharif     
Uttar Pradesh,BAHRAICH,Moong(Green Gram),Kharif     
Uttar Pradesh,BALLIA,Moong(Green Gram),Kharif     
Uttar Pradesh,BALRAMPUR,Moong(Green Gram),Kharif     
Uttar Pradesh,BANDA,Moong(Green Gram),Kharif     
Uttar Pradesh,BARABANKI,Moong(Green Gram),Kharif     
Uttar Pradesh,BAREILLY,Moong(Green Gram),Kharif     
Uttar Pradesh,BASTI,Moong(Green Gram),Summer     
Uttar Pradesh,BIJNOR,Moong(Green Gram),Kharif     
Uttar Pradesh,BUDAUN,Moong(Green Gram),Kharif     
Uttar Pradesh,BULANDSHAHR,Moong(Green Gram),Kharif     
Uttar Pradesh,CHANDAULI,Moong(Green Gram),Kharif     
Uttar Pradesh,CHITRAKOOT,Moong(Green Gram),Kharif     
Uttar Pradesh,DEHRADUN,Moong(Green Gram),Kharif     
Uttar Pradesh,DEORIA,Moong(Green Gram),Kharif     
Uttar Pradesh,ETAH,Moong(Green Gram),Kharif     
Uttar Pradesh,ETAWAH,Moong(Green Gram),Kharif     
Uttar Pradesh,FAIZABAD,Moong(Green Gram),Kharif     
Uttar Pradesh,FARRUKHABAD,Moong(Green Gram),Kharif     
Uttar Pradesh,FATEHPUR,Moong(Green Gram),Kharif     
Uttar Pradesh,FIROZABAD,Moong(Green Gram),Kharif     
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Moong(Green Gram),Summer     
Uttar Pradesh,GHAZIABAD,Moong(Green Gram),Kharif     
Uttar Pradesh,GHAZIPUR,Moong(Green Gram),Kharif     
Uttar Pradesh,GONDA,Moong(Green Gram),Kharif     
Uttar Pradesh,GORAKHPUR,Moong(Green Gram),Kharif     
Uttar Pradesh,HAMIRPUR,Moong(Green Gram),Kharif     
Uttar Pradesh,HAPUR,Moong(Green Gram),Kharif     
Uttar Pradesh,HARDOI,Moong(Green Gram),Kharif     
Uttar Pradesh,HARIDWAR,Moong(Green Gram),Kharif     
Uttar Pradesh,HATHRAS,Moong(Green Gram),Kharif     
Uttar Pradesh,JALAUN,Moong(Green Gram),Kharif     
Uttar Pradesh,JAUNPUR,Moong(Green Gram),Kharif     
Uttar Pradesh,JHANSI,Moong(Green Gram),Kharif     
Uttar Pradesh,KANNAUJ,Moong(Green Gram),Kharif     
Uttar Pradesh,KANPUR DEHAT,Moong(Green Gram),Kharif     
Uttar Pradesh,KANPUR NAGAR,Moong(Green Gram),Kharif     
Uttar Pradesh,KASGANJ,Moong(Green Gram),Kharif     
Uttar Pradesh,KAUSHAMBI,Moong(Green Gram),Kharif     
Uttar Pradesh,KHERI,Moong(Green Gram),Kharif     
Uttar Pradesh,KUSHI NAGAR,Moong(Green Gram),Kharif     
Uttar Pradesh,LALITPUR,Moong(Green Gram),Kharif     
Uttar Pradesh,LUCKNOW,Moong(Green Gram),Kharif     
Uttar Pradesh,MAHARAJGANJ,Moong(Green Gram),Kharif     
Uttar Pradesh,MAHOBA,Moong(Green Gram),Kharif     
Uttar Pradesh,MAINPURI,Moong(Green Gram),Kharif     
Uttar Pradesh,MATHURA,Moong(Green Gram),Kharif     
Uttar Pradesh,MAU,Moong(Green Gram),Kharif     
Uttar Pradesh,MEERUT,Moong(Green Gram),Kharif     
Uttar Pradesh,MIRZAPUR,Moong(Green Gram),Kharif     
Uttar Pradesh,MORADABAD,Moong(Green Gram),Kharif     
Uttar Pradesh,MUZAFFARNAGAR,Moong(Green Gram),Kharif     
Uttar Pradesh,NAINITAL,Moong(Green Gram),Summer     
Uttar Pradesh,PILIBHIT,Moong(Green Gram),Kharif     
Uttar Pradesh,PRATAPGARH,Moong(Green Gram),Kharif     
Uttar Pradesh,RAE BARELI,Moong(Green Gram),Kharif     
Uttar Pradesh,RAMPUR,Moong(Green Gram),Summer     
Uttar Pradesh,SAHARANPUR,Moong(Green Gram),Summer     
Uttar Pradesh,SAMBHAL,Moong(Green Gram),Kharif     
Uttar Pradesh,SANT KABEER NAGAR,Moong(Green Gram),Kharif     
Uttar Pradesh,SANT RAVIDAS NAGAR,Moong(Green Gram),Kharif     
Uttar Pradesh,SHAHJAHANPUR,Moong(Green Gram),Kharif     
Uttar Pradesh,SHAMLI,Moong(Green Gram),Kharif     
Uttar Pradesh,SHRAVASTI,Moong(Green Gram),Summer     
Uttar Pradesh,SIDDHARTH NAGAR,Moong(Green Gram),Kharif     
Uttar Pradesh,SITAPUR,Moong(Green Gram),Kharif     
Uttar Pradesh,SONBHADRA,Moong(Green Gram),Kharif     
Uttar Pradesh,SULTANPUR,Moong(Green Gram),Kharif     
Uttar Pradesh,UDAM SINGH NAGAR,Moong(Green Gram),Kharif     
Uttar Pradesh,UNNAO,Moong(Green Gram),Kharif     
Uttar Pradesh,VARANASI,Moong(Green Gram),Kharif     
Uttar Pradesh,AGRA,Moth,Kharif     
Uttar Pradesh,ALIGARH,Moth,Kharif     
Uttar Pradesh,ALLAHABAD,Moth,Kharif     
Uttar Pradesh,AMROHA,Moth,Kharif     
Uttar Pradesh,BAHRAICH,Moth,Kharif     
Uttar Pradesh,BALLIA,Moth,Kharif     
Uttar Pradesh,BALRAMPUR,Moth,Kharif     
Uttar Pradesh,BANDA,Moth,Kharif     
Uttar Pradesh,BARABANKI,Moth,Whole Year 
Uttar Pradesh,BAREILLY,Moth,Whole Year 
Uttar Pradesh,BIJNOR,Moth,Kharif     
Uttar Pradesh,BUDAUN,Moth,Kharif     
Uttar Pradesh,BULANDSHAHR,Moth,Kharif     
Uttar Pradesh,CHANDAULI,Moth,Kharif     
Uttar Pradesh,DEHRADUN,Moth,Whole Year 
Uttar Pradesh,DEORIA,Moth,Kharif     
Uttar Pradesh,ETAH,Moth,Kharif     
Uttar Pradesh,ETAWAH,Moth,Kharif     
Uttar Pradesh,FARRUKHABAD,Moth,Kharif     
Uttar Pradesh,FIROZABAD,Moth,Kharif     
Uttar Pradesh,GHAZIPUR,Moth,Kharif     
Uttar Pradesh,GONDA,Moth,Kharif     
Uttar Pradesh,HAMIRPUR,Moth,Kharif     
Uttar Pradesh,HARDOI,Moth,Kharif     
Uttar Pradesh,HATHRAS,Moth,Whole Year 
Uttar Pradesh,JALAUN,Moth,Kharif     
Uttar Pradesh,JAUNPUR,Moth,Kharif     
Uttar Pradesh,JHANSI,Moth,Kharif     
Uttar Pradesh,KANNAUJ,Moth,Kharif     
Uttar Pradesh,KANPUR NAGAR,Moth,Whole Year 
Uttar Pradesh,KUSHI NAGAR,Moth,Kharif     
Uttar Pradesh,LUCKNOW,Moth,Kharif     
Uttar Pradesh,MAHARAJGANJ,Moth,Kharif     
Uttar Pradesh,MAHOBA,Moth,Whole Year 
Uttar Pradesh,MAINPURI,Moth,Kharif     
Uttar Pradesh,MATHURA,Moth,Kharif     
Uttar Pradesh,MAU,Moth,Kharif     
Uttar Pradesh,MIRZAPUR,Moth,Kharif     
Uttar Pradesh,MORADABAD,Moth,Kharif     
Uttar Pradesh,PAURI GARHWAL,Moth,Kharif     
Uttar Pradesh,PRATAPGARH,Moth,Kharif     
Uttar Pradesh,RAE BARELI,Moth,Kharif     
Uttar Pradesh,SHAHJAHANPUR,Moth,Kharif     
Uttar Pradesh,SHRAVASTI,Moth,Kharif     
Uttar Pradesh,SITAPUR,Moth,Kharif     
Uttar Pradesh,SONBHADRA,Moth,Kharif     
Uttar Pradesh,SULTANPUR,Moth,Kharif     
Uttar Pradesh,UDAM SINGH NAGAR,Moth,Kharif     
Uttar Pradesh,UNNAO,Moth,Kharif     
Uttar Pradesh,VARANASI,Moth,Kharif     
Uttar Pradesh,ALMORA,Moth,Kharif     
Uttar Pradesh,AZAMGARH,Moth,Kharif     
Uttar Pradesh,BASTI,Moth,Kharif     
Uttar Pradesh,CHAMOLI,Moth,Kharif     
Uttar Pradesh,FAIZABAD,Moth,Kharif     
Uttar Pradesh,FATEHPUR,Moth,Kharif     
Uttar Pradesh,GHAZIABAD,Moth,Kharif     
Uttar Pradesh,GORAKHPUR,Moth,Kharif     
Uttar Pradesh,KHERI,Moth,Kharif     
Uttar Pradesh,LALITPUR,Moth,Kharif     
Uttar Pradesh,MEERUT,Moth,Kharif     
Uttar Pradesh,MUZAFFARNAGAR,Moth,Kharif     
Uttar Pradesh,NAINITAL,Moth,Kharif     
Uttar Pradesh,PILIBHIT,Moth,Kharif     
Uttar Pradesh,PITHORAGARH,Moth,Kharif     
Uttar Pradesh,RAMPUR,Moth,Kharif     
Uttar Pradesh,SAHARANPUR,Moth,Kharif     
Uttar Pradesh,TEHRI GARHWAL,Moth,Kharif     
Uttar Pradesh,UTTAR KASHI,Moth,Kharif     
Uttar Pradesh,AGRA,Onion,Kharif     
Uttar Pradesh,ALIGARH,Onion,Kharif     
Uttar Pradesh,ALLAHABAD,Onion,Kharif     
Uttar Pradesh,ALMORA,Onion,Kharif     
Uttar Pradesh,AMBEDKAR NAGAR,Onion,Whole Year 
Uttar Pradesh,AMETHI,Onion,Rabi       
Uttar Pradesh,AMROHA,Onion,Whole Year 
Uttar Pradesh,AURAIYA,Onion,Whole Year 
Uttar Pradesh,AZAMGARH,Onion,Kharif     
Uttar Pradesh,BAGESHWAR,Onion,Whole Year 
Uttar Pradesh,BAGHPAT,Onion,Whole Year 
Uttar Pradesh,BAHRAICH,Onion,Kharif     
Uttar Pradesh,BALLIA,Onion,Kharif     
Uttar Pradesh,BALRAMPUR,Onion,Whole Year 
Uttar Pradesh,BANDA,Onion,Kharif     
Uttar Pradesh,BARABANKI,Onion,Kharif     
Uttar Pradesh,BAREILLY,Onion,Kharif     
Uttar Pradesh,BASTI,Onion,Kharif     
Uttar Pradesh,BIJNOR,Onion,Kharif     
Uttar Pradesh,BUDAUN,Onion,Kharif     
Uttar Pradesh,BULANDSHAHR,Onion,Kharif     
Uttar Pradesh,CHAMOLI,Onion,Kharif     
Uttar Pradesh,CHAMPAWAT,Onion,Whole Year 
Uttar Pradesh,CHANDAULI,Onion,Whole Year 
Uttar Pradesh,CHITRAKOOT,Onion,Whole Year 
Uttar Pradesh,DEHRADUN,Onion,Kharif     
Uttar Pradesh,DEORIA,Onion,Kharif     
Uttar Pradesh,ETAH,Onion,Kharif     
Uttar Pradesh,ETAWAH,Onion,Kharif     
Uttar Pradesh,FAIZABAD,Onion,Kharif     
Uttar Pradesh,FARRUKHABAD,Onion,Kharif     
Uttar Pradesh,FATEHPUR,Onion,Kharif     
Uttar Pradesh,FIROZABAD,Onion,Whole Year 
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Onion,Whole Year 
Uttar Pradesh,GHAZIABAD,Onion,Kharif     
Uttar Pradesh,GHAZIPUR,Onion,Kharif     
Uttar Pradesh,GONDA,Onion,Kharif     
Uttar Pradesh,GORAKHPUR,Onion,Kharif     
Uttar Pradesh,HAMIRPUR,Onion,Kharif     
Uttar Pradesh,HAPUR,Onion,Rabi       
Uttar Pradesh,HARDOI,Onion,Kharif     
Uttar Pradesh,HARIDWAR,Onion,Whole Year 
Uttar Pradesh,HATHRAS,Onion,Whole Year 
Uttar Pradesh,JALAUN,Onion,Kharif     
Uttar Pradesh,JAUNPUR,Onion,Kharif     
Uttar Pradesh,JHANSI,Onion,Kharif     
Uttar Pradesh,KANNAUJ,Onion,Whole Year 
Uttar Pradesh,KANPUR DEHAT,Onion,Whole Year 
Uttar Pradesh,KANPUR NAGAR,Onion,Kharif     
Uttar Pradesh,KASGANJ,Onion,Rabi       
Uttar Pradesh,KAUSHAMBI,Onion,Whole Year 
Uttar Pradesh,KHERI,Onion,Kharif     
Uttar Pradesh,KUSHI NAGAR,Onion,Whole Year 
Uttar Pradesh,LALITPUR,Onion,Kharif     
Uttar Pradesh,LUCKNOW,Onion,Kharif     
Uttar Pradesh,MAHARAJGANJ,Onion,Whole Year 
Uttar Pradesh,MAHOBA,Onion,Whole Year 
Uttar Pradesh,MAINPURI,Onion,Kharif     
Uttar Pradesh,MATHURA,Onion,Kharif     
Uttar Pradesh,MAU,Onion,Whole Year 
Uttar Pradesh,MEERUT,Onion,Kharif     
Uttar Pradesh,MIRZAPUR,Onion,Kharif     
Uttar Pradesh,MORADABAD,Onion,Kharif     
Uttar Pradesh,MUZAFFARNAGAR,Onion,Kharif     
Uttar Pradesh,NAINITAL,Onion,Kharif     
Uttar Pradesh,PAURI GARHWAL,Onion,Kharif     
Uttar Pradesh,PILIBHIT,Onion,Kharif     
Uttar Pradesh,PITHORAGARH,Onion,Kharif     
Uttar Pradesh,PRATAPGARH,Onion,Whole Year 
Uttar Pradesh,RAE BARELI,Onion,Kharif     
Uttar Pradesh,RAMPUR,Onion,Kharif     
Uttar Pradesh,RUDRA PRAYAG,Onion,Whole Year 
Uttar Pradesh,SAHARANPUR,Onion,Kharif     
Uttar Pradesh,SAMBHAL,Onion,Rabi       
Uttar Pradesh,SANT KABEER NAGAR,Onion,Whole Year 
Uttar Pradesh,SANT RAVIDAS NAGAR,Onion,Whole Year 
Uttar Pradesh,SHAHJAHANPUR,Onion,Kharif     
Uttar Pradesh,SHAMLI,Onion,Rabi       
Uttar Pradesh,SHRAVASTI,Onion,Whole Year 
Uttar Pradesh,SIDDHARTH NAGAR,Onion,Whole Year 
Uttar Pradesh,SITAPUR,Onion,Kharif     
Uttar Pradesh,SONBHADRA,Onion,Whole Year 
Uttar Pradesh,SULTANPUR,Onion,Kharif     
Uttar Pradesh,TEHRI GARHWAL,Onion,Kharif     
Uttar Pradesh,UDAM SINGH NAGAR,Onion,Whole Year 
Uttar Pradesh,UNNAO,Onion,Kharif     
Uttar Pradesh,UTTAR KASHI,Onion,Kharif     
Uttar Pradesh,VARANASI,Onion,Kharif     
Uttar Pradesh,AGRA,Other  Rabi pulses,Rabi       
Uttar Pradesh,ALIGARH,Other  Rabi pulses,Rabi       
Uttar Pradesh,ALLAHABAD,Other  Rabi pulses,Rabi       
Uttar Pradesh,AMBEDKAR NAGAR,Other  Rabi pulses,Rabi       
Uttar Pradesh,AMROHA,Other  Rabi pulses,Rabi       
Uttar Pradesh,AURAIYA,Other  Rabi pulses,Rabi       
Uttar Pradesh,AZAMGARH,Other  Rabi pulses,Rabi       
Uttar Pradesh,BAGHPAT,Other  Rabi pulses,Rabi       
Uttar Pradesh,BAHRAICH,Other  Rabi pulses,Rabi       
Uttar Pradesh,BALLIA,Other  Rabi pulses,Rabi       
Uttar Pradesh,BALRAMPUR,Other  Rabi pulses,Rabi       
Uttar Pradesh,BANDA,Other  Rabi pulses,Rabi       
Uttar Pradesh,BARABANKI,Other  Rabi pulses,Rabi       
Uttar Pradesh,BAREILLY,Other  Rabi pulses,Rabi       
Uttar Pradesh,BASTI,Other  Rabi pulses,Rabi       
Uttar Pradesh,BIJNOR,Other  Rabi pulses,Rabi       
Uttar Pradesh,BUDAUN,Other  Rabi pulses,Rabi       
Uttar Pradesh,BULANDSHAHR,Other  Rabi pulses,Rabi       
Uttar Pradesh,CHANDAULI,Other  Rabi pulses,Rabi       
Uttar Pradesh,CHITRAKOOT,Other  Rabi pulses,Rabi       
Uttar Pradesh,DEORIA,Other  Rabi pulses,Rabi       
Uttar Pradesh,ETAH,Other  Rabi pulses,Rabi       
Uttar Pradesh,ETAWAH,Other  Rabi pulses,Rabi       
Uttar Pradesh,FAIZABAD,Other  Rabi pulses,Rabi       
Uttar Pradesh,FARRUKHABAD,Other  Rabi pulses,Rabi       
Uttar Pradesh,FATEHPUR,Other  Rabi pulses,Rabi       
Uttar Pradesh,FIROZABAD,Other  Rabi pulses,Rabi       
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Other  Rabi pulses,Rabi       
Uttar Pradesh,GHAZIABAD,Other  Rabi pulses,Rabi       
Uttar Pradesh,GHAZIPUR,Other  Rabi pulses,Rabi       
Uttar Pradesh,GONDA,Other  Rabi pulses,Rabi       
Uttar Pradesh,GORAKHPUR,Other  Rabi pulses,Rabi       
Uttar Pradesh,HAMIRPUR,Other  Rabi pulses,Rabi       
Uttar Pradesh,HARDOI,Other  Rabi pulses,Rabi       
Uttar Pradesh,HATHRAS,Other  Rabi pulses,Rabi       
Uttar Pradesh,JALAUN,Other  Rabi pulses,Rabi       
Uttar Pradesh,JAUNPUR,Other  Rabi pulses,Rabi       
Uttar Pradesh,JHANSI,Other  Rabi pulses,Rabi       
Uttar Pradesh,KANNAUJ,Other  Rabi pulses,Rabi       
Uttar Pradesh,KANPUR DEHAT,Other  Rabi pulses,Rabi       
Uttar Pradesh,KANPUR NAGAR,Other  Rabi pulses,Rabi       
Uttar Pradesh,KAUSHAMBI,Other  Rabi pulses,Rabi       
Uttar Pradesh,KHERI,Other  Rabi pulses,Rabi       
Uttar Pradesh,KUSHI NAGAR,Other  Rabi pulses,Rabi       
Uttar Pradesh,LALITPUR,Other  Rabi pulses,Rabi       
Uttar Pradesh,LUCKNOW,Other  Rabi pulses,Rabi       
Uttar Pradesh,MAHARAJGANJ,Other  Rabi pulses,Rabi       
Uttar Pradesh,MAHOBA,Other  Rabi pulses,Rabi       
Uttar Pradesh,MAINPURI,Other  Rabi pulses,Rabi       
Uttar Pradesh,MATHURA,Other  Rabi pulses,Rabi       
Uttar Pradesh,MAU,Other  Rabi pulses,Rabi       
Uttar Pradesh,MEERUT,Other  Rabi pulses,Rabi       
Uttar Pradesh,MIRZAPUR,Other  Rabi pulses,Rabi       
Uttar Pradesh,MORADABAD,Other  Rabi pulses,Rabi       
Uttar Pradesh,MUZAFFARNAGAR,Other  Rabi pulses,Rabi       
Uttar Pradesh,PILIBHIT,Other  Rabi pulses,Rabi       
Uttar Pradesh,PRATAPGARH,Other  Rabi pulses,Rabi       
Uttar Pradesh,RAE BARELI,Other  Rabi pulses,Rabi       
Uttar Pradesh,RAMPUR,Other  Rabi pulses,Rabi       
Uttar Pradesh,SAHARANPUR,Other  Rabi pulses,Rabi       
Uttar Pradesh,SANT KABEER NAGAR,Other  Rabi pulses,Rabi       
Uttar Pradesh,SANT RAVIDAS NAGAR,Other  Rabi pulses,Rabi       
Uttar Pradesh,SHAHJAHANPUR,Other  Rabi pulses,Rabi       
Uttar Pradesh,SHRAVASTI,Other  Rabi pulses,Rabi       
Uttar Pradesh,SIDDHARTH NAGAR,Other  Rabi pulses,Rabi       
Uttar Pradesh,SITAPUR,Other  Rabi pulses,Rabi       
Uttar Pradesh,SONBHADRA,Other  Rabi pulses,Rabi       
Uttar Pradesh,SULTANPUR,Other  Rabi pulses,Rabi       
Uttar Pradesh,UNNAO,Other  Rabi pulses,Rabi       
Uttar Pradesh,VARANASI,Other  Rabi pulses,Rabi       
Uttar Pradesh,AGRA,Other Kharif pulses,Kharif     
Uttar Pradesh,ALIGARH,Other Kharif pulses,Kharif     
Uttar Pradesh,ALLAHABAD,Other Kharif pulses,Kharif     
Uttar Pradesh,AMBEDKAR NAGAR,Other Kharif pulses,Kharif     
Uttar Pradesh,AMROHA,Other Kharif pulses,Kharif     
Uttar Pradesh,AURAIYA,Other Kharif pulses,Kharif     
Uttar Pradesh,AZAMGARH,Other Kharif pulses,Kharif     
Uttar Pradesh,BAGHPAT,Other Kharif pulses,Kharif     
Uttar Pradesh,BAHRAICH,Other Kharif pulses,Kharif     
Uttar Pradesh,BALLIA,Other Kharif pulses,Kharif     
Uttar Pradesh,BALRAMPUR,Other Kharif pulses,Kharif     
Uttar Pradesh,BANDA,Other Kharif pulses,Kharif     
Uttar Pradesh,BARABANKI,Other Kharif pulses,Kharif     
Uttar Pradesh,BAREILLY,Other Kharif pulses,Kharif     
Uttar Pradesh,BASTI,Other Kharif pulses,Kharif     
Uttar Pradesh,BIJNOR,Other Kharif pulses,Kharif     
Uttar Pradesh,BUDAUN,Other Kharif pulses,Kharif     
Uttar Pradesh,BULANDSHAHR,Other Kharif pulses,Kharif     
Uttar Pradesh,CHANDAULI,Other Kharif pulses,Kharif     
Uttar Pradesh,CHITRAKOOT,Other Kharif pulses,Kharif     
Uttar Pradesh,DEORIA,Other Kharif pulses,Kharif     
Uttar Pradesh,ETAH,Other Kharif pulses,Kharif     
Uttar Pradesh,ETAWAH,Other Kharif pulses,Kharif     
Uttar Pradesh,FAIZABAD,Other Kharif pulses,Kharif     
Uttar Pradesh,FARRUKHABAD,Other Kharif pulses,Kharif     
Uttar Pradesh,FATEHPUR,Other Kharif pulses,Kharif     
Uttar Pradesh,FIROZABAD,Other Kharif pulses,Kharif     
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Other Kharif pulses,Kharif     
Uttar Pradesh,GHAZIABAD,Other Kharif pulses,Kharif     
Uttar Pradesh,GHAZIPUR,Other Kharif pulses,Kharif     
Uttar Pradesh,GONDA,Other Kharif pulses,Kharif     
Uttar Pradesh,GORAKHPUR,Other Kharif pulses,Kharif     
Uttar Pradesh,HAMIRPUR,Other Kharif pulses,Kharif     
Uttar Pradesh,HARDOI,Other Kharif pulses,Kharif     
Uttar Pradesh,HATHRAS,Other Kharif pulses,Kharif     
Uttar Pradesh,JALAUN,Other Kharif pulses,Kharif     
Uttar Pradesh,JAUNPUR,Other Kharif pulses,Kharif     
Uttar Pradesh,JHANSI,Other Kharif pulses,Kharif     
Uttar Pradesh,KANNAUJ,Other Kharif pulses,Kharif     
Uttar Pradesh,KANPUR DEHAT,Other Kharif pulses,Kharif     
Uttar Pradesh,KANPUR NAGAR,Other Kharif pulses,Kharif     
Uttar Pradesh,KAUSHAMBI,Other Kharif pulses,Kharif     
Uttar Pradesh,KHERI,Other Kharif pulses,Kharif     
Uttar Pradesh,KUSHI NAGAR,Other Kharif pulses,Kharif     
Uttar Pradesh,LALITPUR,Other Kharif pulses,Kharif     
Uttar Pradesh,LUCKNOW,Other Kharif pulses,Kharif     
Uttar Pradesh,MAHARAJGANJ,Other Kharif pulses,Kharif     
Uttar Pradesh,MAHOBA,Other Kharif pulses,Kharif     
Uttar Pradesh,MAINPURI,Other Kharif pulses,Kharif     
Uttar Pradesh,MATHURA,Other Kharif pulses,Kharif     
Uttar Pradesh,MAU,Other Kharif pulses,Kharif     
Uttar Pradesh,MEERUT,Other Kharif pulses,Kharif     
Uttar Pradesh,MIRZAPUR,Other Kharif pulses,Kharif     
Uttar Pradesh,MORADABAD,Other Kharif pulses,Kharif     
Uttar Pradesh,MUZAFFARNAGAR,Other Kharif pulses,Kharif     
Uttar Pradesh,PILIBHIT,Other Kharif pulses,Kharif     
Uttar Pradesh,PRATAPGARH,Other Kharif pulses,Kharif     
Uttar Pradesh,RAE BARELI,Other Kharif pulses,Kharif     
Uttar Pradesh,RAMPUR,Other Kharif pulses,Kharif     
Uttar Pradesh,SAHARANPUR,Other Kharif pulses,Kharif     
Uttar Pradesh,SANT KABEER NAGAR,Other Kharif pulses,Kharif     
Uttar Pradesh,SANT RAVIDAS NAGAR,Other Kharif pulses,Kharif     
Uttar Pradesh,SHAHJAHANPUR,Other Kharif pulses,Kharif     
Uttar Pradesh,SHRAVASTI,Other Kharif pulses,Kharif     
Uttar Pradesh,SIDDHARTH NAGAR,Other Kharif pulses,Kharif     
Uttar Pradesh,SITAPUR,Other Kharif pulses,Kharif     
Uttar Pradesh,SONBHADRA,Other Kharif pulses,Kharif     
Uttar Pradesh,SULTANPUR,Other Kharif pulses,Kharif     
Uttar Pradesh,UNNAO,Other Kharif pulses,Kharif     
Uttar Pradesh,VARANASI,Other Kharif pulses,Kharif     
Uttar Pradesh,AGRA,Peas & beans (Pulses),Rabi       
Uttar Pradesh,ALIGARH,Peas & beans (Pulses),Rabi       
Uttar Pradesh,ALLAHABAD,Peas & beans (Pulses),Rabi       
Uttar Pradesh,ALMORA,Peas & beans (Pulses),Rabi       
Uttar Pradesh,AMBEDKAR NAGAR,Peas & beans (Pulses),Rabi       
Uttar Pradesh,AMETHI,Peas & beans (Pulses),Rabi       
Uttar Pradesh,AMROHA,Peas & beans (Pulses),Rabi       
Uttar Pradesh,AURAIYA,Peas & beans (Pulses),Rabi       
Uttar Pradesh,AZAMGARH,Peas & beans (Pulses),Rabi       
Uttar Pradesh,BAGESHWAR,Peas & beans (Pulses),Whole Year 
Uttar Pradesh,BAGHPAT,Peas & beans (Pulses),Rabi       
Uttar Pradesh,BAHRAICH,Peas & beans (Pulses),Rabi       
Uttar Pradesh,BALLIA,Peas & beans (Pulses),Rabi       
Uttar Pradesh,BALRAMPUR,Peas & beans (Pulses),Rabi       
Uttar Pradesh,BANDA,Peas & beans (Pulses),Rabi       
Uttar Pradesh,BARABANKI,Peas & beans (Pulses),Rabi       
Uttar Pradesh,BAREILLY,Peas & beans (Pulses),Rabi       
Uttar Pradesh,BASTI,Peas & beans (Pulses),Rabi       
Uttar Pradesh,BIJNOR,Peas & beans (Pulses),Rabi       
Uttar Pradesh,BUDAUN,Peas & beans (Pulses),Rabi       
Uttar Pradesh,BULANDSHAHR,Peas & beans (Pulses),Rabi       
Uttar Pradesh,CHAMOLI,Peas & beans (Pulses),Rabi       
Uttar Pradesh,CHAMPAWAT,Peas & beans (Pulses),Whole Year 
Uttar Pradesh,CHANDAULI,Peas & beans (Pulses),Rabi       
Uttar Pradesh,CHITRAKOOT,Peas & beans (Pulses),Rabi       
Uttar Pradesh,DEHRADUN,Peas & beans (Pulses),Rabi       
Uttar Pradesh,DEORIA,Peas & beans (Pulses),Rabi       
Uttar Pradesh,ETAH,Peas & beans (Pulses),Rabi       
Uttar Pradesh,ETAWAH,Peas & beans (Pulses),Rabi       
Uttar Pradesh,FAIZABAD,Peas & beans (Pulses),Rabi       
Uttar Pradesh,FARRUKHABAD,Peas & beans (Pulses),Rabi       
Uttar Pradesh,FATEHPUR,Peas & beans (Pulses),Rabi       
Uttar Pradesh,FIROZABAD,Peas & beans (Pulses),Rabi       
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Peas & beans (Pulses),Rabi       
Uttar Pradesh,GHAZIABAD,Peas & beans (Pulses),Rabi       
Uttar Pradesh,GHAZIPUR,Peas & beans (Pulses),Rabi       
Uttar Pradesh,GONDA,Peas & beans (Pulses),Rabi       
Uttar Pradesh,GORAKHPUR,Peas & beans (Pulses),Rabi       
Uttar Pradesh,HAMIRPUR,Peas & beans (Pulses),Rabi       
Uttar Pradesh,HAPUR,Peas & beans (Pulses),Rabi       
Uttar Pradesh,HARDOI,Peas & beans (Pulses),Rabi       
Uttar Pradesh,HARIDWAR,Peas & beans (Pulses),Rabi       
Uttar Pradesh,HATHRAS,Peas & beans (Pulses),Rabi       
Uttar Pradesh,JALAUN,Peas & beans (Pulses),Rabi       
Uttar Pradesh,JAUNPUR,Peas & beans (Pulses),Rabi       
Uttar Pradesh,JHANSI,Peas & beans (Pulses),Rabi       
Uttar Pradesh,KANNAUJ,Peas & beans (Pulses),Rabi       
Uttar Pradesh,KANPUR DEHAT,Peas & beans (Pulses),Rabi       
Uttar Pradesh,KANPUR NAGAR,Peas & beans (Pulses),Rabi       
Uttar Pradesh,KASGANJ,Peas & beans (Pulses),Rabi       
Uttar Pradesh,KAUSHAMBI,Peas & beans (Pulses),Rabi       
Uttar Pradesh,KHERI,Peas & beans (Pulses),Rabi       
Uttar Pradesh,KUSHI NAGAR,Peas & beans (Pulses),Rabi       
Uttar Pradesh,LALITPUR,Peas & beans (Pulses),Rabi       
Uttar Pradesh,LUCKNOW,Peas & beans (Pulses),Rabi       
Uttar Pradesh,MAHARAJGANJ,Peas & beans (Pulses),Rabi       
Uttar Pradesh,MAHOBA,Peas & beans (Pulses),Rabi       
Uttar Pradesh,MAINPURI,Peas & beans (Pulses),Rabi       
Uttar Pradesh,MATHURA,Peas & beans (Pulses),Rabi       
Uttar Pradesh,MAU,Peas & beans (Pulses),Rabi       
Uttar Pradesh,MEERUT,Peas & beans (Pulses),Rabi       
Uttar Pradesh,MIRZAPUR,Peas & beans (Pulses),Rabi       
